match_id,date,player_of_match,venue_id,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2
1178415,2019-04-22,RR Pant,20,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,N,NA,A Nand Kishore,S Ravi
1178416,2019-04-23,SR Watson,29,0,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,wickets,6,N,NA,NJ Llong,AK Chaudhary
1178417,2019-04-24,AB de Villiers,35,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore,runs,17,N,NA,C Shamshuddin,BNJ Oxenford
1178418,2019-04-25,VR Aaron,15,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,N,NA,AY Dandekar,IJ Gould
1178419,2019-04-26,RG Sharma,29,0,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Mumbai Indians,runs,46,N,NA,NJ Llong,AK Chaudhary
1178420,2019-04-27,JD Unadkat,20,0,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Rajasthan Royals,wickets,7,N,NA,YC Barde,A Nand Kishore
1178421,2019-04-28,S Dhawan,27,0,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,Delhi Capitals,runs,16,N,NA,KN Ananthapadmanabhan,BNJ Oxenford
1178422,2019-04-28,AD Russell,15,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,34,N,NA,IJ Gould,Nitin Menon
1178423,2019-04-29,DA Warner,22,0,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Sunrisers Hyderabad,runs,45,N,NA,CK Nandan,S Ravi
1178424,2019-04-30,NA,35,0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,NA,NA,NA,NA,NA,UV Gandhe,NJ Llong
1178425,2019-05-01,MS Dhoni,29,0,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,80,N,NA,AY Dandekar,Nitin Menon
1178426,2019-05-02,JJ Bumrah,14,0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,tie,NA,Y,NA,CK Nandan,S Ravi
1178427,2019-05-03,Shubman Gill,30,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,N,NA,C Shamshuddin,BNJ Oxenford
1178428,2019-05-04,A Mishra,27,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Delhi Capitals,wickets,5,N,NA,AY Dandekar,IJ Gould
1178429,2019-05-04,SO Hetmyer,35,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,4,N,NA,NJ Llong,AK Chaudhary
1178430,2019-05-05,KL Rahul,30,0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab,wickets,6,N,NA,KN Ananthapadmanabhan,C Shamshuddin
1178431,2019-05-05,HH Pandya,14,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,9,N,NA,A Nand Kishore,CK Nandan
1181764,2019-05-07,SA Yadav,29,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Mumbai Indians,wickets,6,N,NA,NJ Llong,Nitin Menon
1181768,2019-05-12,JJ Bumrah,22,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,runs,1,N,NA,IJ Gould,Nitin Menon
1216492,2020-09-19,AT Rayudu,38,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5,N,NA,CB Gaffaney,VK Sharma
1181766,2019-05-08,RR Pant,1,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Delhi Capitals,wickets,2,N,NA,BNJ Oxenford,S Ravi
1181767,2019-05-10,F du Plessis,1,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,wickets,6,N,NA,BNJ Oxenford,S Ravi
1216494,2020-10-21,Mohammed Siraj,38,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Royal Challengers Bangalore,wickets,8,N,NA,VK Sharma,S Ravi
1216501,2020-10-07,RA Tripathi,38,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,10,N,NA,KN Ananthapadmanabhan,RK Illingworth
1216502,2020-10-31,Sandeep Sharma,2,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5,N,NA,KN Ananthapadmanabhan,K Srinivasan
1216504,2020-09-30,Shivam Mavi,25,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,37,N,NA,KN Ananthapadmanabhan,C Shamshuddin
1216509,2020-10-17,S Dhawan,2,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,wickets,5,N,NA,KN Ananthapadmanabhan,RK Illingworth
1216510,2020-09-24,KL Rahul,25,0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab,runs,97,N,NA,AK Chaudhary,PR Reiffel
1216511,2020-10-06,SA Yadav,38,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,runs,57,N,NA,VK Sharma,S Ravi
1216512,2020-10-18,LH Ferguson,38,0,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,tie,NA,Y,NA,PG Pathak,S Ravi
1216513,2020-10-04,SR Watson,25,0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings,wickets,10,N,NA,AY Dandekar,Nitin Menon
1216514,2020-10-03,YS Chahal,38,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,wickets,8,N,NA,CB Gaffaney,S Ravi
1216515,2020-10-03,SS Iyer,2,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,18,N,NA,VA Kulkarni,RK Illingworth
1216516,2020-10-02,PK Garg,25,0,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,7,N,NA,AK Chaudhary,PR Reiffel
1216517,2020-10-18,KL Rahul,25,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,tie,NA,Y,NA,Nitin Menon,PR Reiffel
1216518,2020-10-22,MK Pandey,25,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8,N,NA,Nitin Menon,PR Reiffel
1216519,2020-10-05,AR Patel,25,0,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,runs,59,N,NA,Nitin Menon,YC Barde
1216520,2020-10-26,CH Gayle,2,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,8,N,NA,KN Ananthapadmanabhan,RK Illingworth
1216521,2020-10-23,TA Boult,2,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,10,N,NA,C Shamshuddin,VA Kulkarni
1216522,2020-10-17,AB de Villiers,25,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,wickets,7,N,NA,AK Chaudhary,Nitin Menon
1216523,2020-10-10,KD Karthik,38,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,2,N,NA,UV Gandhe,CB Gaffaney
1216524,2020-10-27,WP Saha,25,0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,88,N,NA,AK Chaudhary,Nitin Menon
1216525,2020-10-10,V Kohli,25,0,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,37,N,NA,AK Chaudhary,PR Reiffel
1216526,2020-10-16,Q de Kock,38,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,8,N,NA,CB Gaffaney,VK Sharma
1216527,2020-09-27,SV Samson,2,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4,N,NA,RK Illingworth,K Srinivasan
1216528,2020-10-13,RA Jadeja,25,0,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,runs,20,N,NA,AK Chaudhary,PR Reiffel
1216529,2020-10-11,Q de Kock,38,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,5,N,NA,CB Gaffaney,S Ravi
1216530,2020-11-01,PJ Cummins,25,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,60,N,NA,Nitin Menon,PR Reiffel
1216531,2020-10-15,KL Rahul,2,0,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,8,N,NA,KN Ananthapadmanabhan,C Shamshuddin
1216532,2020-09-29,Rashid Khan,38,0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,15,N,NA,VK Sharma,S Ravi
1216533,2020-10-19,JC Buttler,38,0,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,wickets,7,N,NA,CB Gaffaney,VK Sharma
1216534,2020-09-21,YS Chahal,25,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,runs,10,N,NA,AY Dandekar,Nitin Menon
1216535,2020-10-31,Ishan Kishan,25,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9,N,NA,YC Barde,PR Reiffel
1216536,2020-10-29,RD Gaikwad,25,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6,N,NA,C Shamshuddin,RK Illingworth
1216537,2020-10-30,BA Stokes,38,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,N,NA,CB Gaffaney,S Ravi
1216538,2020-10-04,TA Boult,2,0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,34,N,NA,KN Ananthapadmanabhan,RK Illingworth
1216541,2020-10-25,BA Stokes,38,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,8,N,NA,UV Gandhe,VK Sharma
1216542,2020-10-08,JM Bairstow,25,0,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,69,N,NA,AK Chaudhary,Nitin Menon
1216543,2020-10-14,A Nortje,25,0,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,13,N,NA,AK Chaudhary,Nitin Menon
1216539,2020-09-25,PP Shaw,25,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,runs,44,N,NA,KN Ananthapadmanabhan,RK Illingworth
1216540,2020-10-12,AB de Villiers,2,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,82,N,NA,RK Illingworth,K Srinivasan
1216544,2020-10-25,RD Gaikwad,25,0,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,wickets,8,N,NA,C Shamshuddin,RK Illingworth
1216545,2020-09-26,Shubman Gill,38,0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,7,N,NA,CB Gaffaney,VK Sharma
1216546,2020-10-20,S Dhawan,25,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,Kings XI Punjab,wickets,5,N,NA,C Shamshuddin,RK Illingworth
1216547,2020-09-28,AB de Villiers,25,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,tie,NA,Y,NA,Nitin Menon,PR Reiffel
1237177,2020-11-05,JJ Bumrah,25,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,57,N,NA,CB Gaffaney,Nitin Menon
1237178,2020-11-06,KS Williamson,38,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6,N,NA,PR Reiffel,S Ravi
1237180,2020-11-08,MP Stoinis,38,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,runs,17,N,NA,PR Reiffel,S Ravi
1237181,2020-11-10,TA Boult,25,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,5,N,NA,CB Gaffaney,Nitin Menon
